Body Name,Transaction Number,Account code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath & North East Somerset Council,10724373,HE1,General Maintenance,P06,Sustainable Development,VALIANT ENGINEERING SERVICES LTD,10/01/2014,480
Bath & North East Somerset Council,10724311,LX1,Educational Activity,P02,"Early Years, Children & Youth",TRAVEL CLASS LTD,10/01/2014,480
Bath & North East Somerset Council,10724321,LA1,Equipment Purchase (Non Medical),P03,Wellbeing,INVACARE (UK) LTD,10/01/2014,495
Bath & North East Somerset Council,80297523,PG1,Rent Allowances,P07,Community Resources,CURO,10/01/2014,93520.32
Bath & North East Somerset Council,80297524,PG1,Rent Allowances,P07,Community Resources,CURO,10/01/2014,973698.02
Bath & North East Somerset Council,80297466,LA7,Purchases for Resale,P06,Sustainable Development,STERLING COLLECTIONS,10/01/2014,542.5
Bath & North East Somerset Council,10724391,DB1,Agency Staff,P06,Sustainable Development,RS SECURITY LTD,10/01/2014,546
Bath & North East Somerset Council,80297545,LL3,Supported Living,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,0.11
Bath & North East Somerset Council,80297542,LL3,Supported Living,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,29.87
Bath & North East Somerset Council,80297549,LL3,Supported Living,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,29.87
Bath & North East Somerset Council,80297595,LM8,Home Care,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,195.12
Bath & North East Somerset Council,80297596,LM8,Home Care,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,605.1
Bath & North East Somerset Council,80297543,LL3,Supported Living,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,2488.94
Bath & North East Somerset Council,80297546,LL3,Supported Living,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,2488.94
Bath & North East Somerset Council,80297550,LL3,Supported Living,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,2488.94
Bath & North East Somerset Council,80297553,LL3,Supported Living,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,2488.94
Bath & North East Somerset Council,80297542,LL3,Supported Living,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,2590.45
Bath & North East Somerset Council,80297545,LL3,Supported Living,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,2590.45
Bath & North East Somerset Council,80297549,LL3,Supported Living,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,2590.45
Bath & North East Somerset Council,80297552,LL3,Supported Living,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,2590.45
Bath & North East Somerset Council,80297593,LM8,Home Care,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,4034
Bath & North East Somerset Council,80297594,LM8,Home Care,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,4034
Bath & North East Somerset Council,80297595,LM8,Home Care,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,4034
Bath & North East Somerset Council,80297596,LM8,Home Care,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,10/01/2014,4034
Bath & North East Somerset Council,80297597,LM8,Home Care,P03,Wellbeing,ROBERT SAGE LTD T/A PRESTIGE NURSING PAYROLL,10/01/2014,524.18
Bath & North East Somerset Council,80297598,LM8,Home Care,P03,Wellbeing,ROBERT SAGE LTD T/A PRESTIGE NURSING PAYROLL,10/01/2014,524.18
Bath & North East Somerset Council,80297599,LM8,Home Care,P03,Wellbeing,ROBERT SAGE LTD T/A PRESTIGE NURSING PAYROLL,10/01/2014,524.18
Bath & North East Somerset Council,80297597,LM8,Home Care,P03,Wellbeing,ROBERT SAGE LTD T/A PRESTIGE NURSING PAYROLL,10/01/2014,543.62
Bath & North East Somerset Council,80297598,LM8,Home Care,P03,Wellbeing,ROBERT SAGE LTD T/A PRESTIGE NURSING PAYROLL,10/01/2014,543.62
Bath & North East Somerset Council,80297599,LM8,Home Care,P03,Wellbeing,ROBERT SAGE LTD T/A PRESTIGE NURSING PAYROLL,10/01/2014,543.62
Bath & North East Somerset Council,80297600,LM8,Home Care,P03,Wellbeing,ROBERT SAGE LTD T/A PRESTIGE NURSING PAYROLL,10/01/2014,543.62
Bath & North East Somerset Council,80297600,LM8,Home Care,P03,Wellbeing,ROBERT SAGE LTD T/A PRESTIGE NURSING PAYROLL,10/01/2014,785.58
Bath & North East Somerset Council,80297602,LM8,Home Care,P03,Wellbeing,ROBERT SAGE LTD T/A PRESTIGE NURSING PAYROLL,10/01/2014,1032.48
Bath & North East Somerset Council,80297531,LL3,Supported Living,P03,Wellbeing,S.W.A.L.L.O.W. LTD,10/01/2014,166.98
Bath & North East Somerset Council,80297531,LL3,Supported Living,P03,Wellbeing,S.W.A.L.L.O.W. LTD,10/01/2014,166.98
Bath & North East Somerset Council,80297531,LL3,Supported Living,P03,Wellbeing,S.W.A.L.L.O.W. LTD,10/01/2014,166.98
Bath & North East Somerset Council,80297531,LL3,Supported Living,P03,Wellbeing,S.W.A.L.L.O.W. LTD,10/01/2014,166.98
Bath & North East Somerset Council,10724165,LX1,Educational Activity,P02,"Early Years, Children & Youth",SIRONA CARE SERVICES LTD,10/01/2014,588
Bath & North East Somerset Council,80297522,LE1,Education Payment (independent school),P02,"Early Years, Children & Youth",RALPH ALLEN SCHOOL,10/01/2014,600
Bath & North East Somerset Council,10724268,LJ4,Contracts,P01,Transport,WELTON CABS,10/01/2014,630
Bath & North East Somerset Council,10724414,HV2,Non Contract Cleaning,P06,Sustainable Development,MACABSEIL.COM,10/01/2014,650
Bath & North East Somerset Council,80297560,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,16.79
Bath & North East Somerset Council,10724282,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",NATIONAL FOSTERING AGENCY,10/01/2014,669.84
Bath & North East Somerset Council,10724419,LN4,Mobile Phones,P04,Leader,O2 (UK) LTD,10/01/2014,670.39
Bath & North East Somerset Council,80297560,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,58.75
Bath & North East Somerset Council,80297560,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,58.75
Bath & North East Somerset Council,80297560,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,58.75
Bath & North East Somerset Council,80297560,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,58.75
Bath & North East Somerset Council,80297560,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,58.75
Bath & North East Somerset Council,80297560,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,58.75
Bath & North East Somerset Council,80297560,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,58.75
Bath & North East Somerset Council,80297560,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,58.75
Bath & North East Somerset Council,80297560,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,58.75
Bath & North East Somerset Council,80297560,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,58.75
Bath & North East Somerset Council,80297560,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,58.75
Bath & North East Somerset Council,10724281,HA4,Responsive Maintenance PCB,P07,Community Resources,GREEN COMPLIANCE WATER DIVISION LTD,10/01/2014,675.44
Bath & North East Somerset Council,10722600,LH5,Marketing,P04,Leader,NINE POINT,10/01/2014,680
Bath & North East Somerset Council,10724148,LJ4,Contracts,P01,Transport,R E & V P JEFFRIES,10/01/2014,705
Bath & North East Somerset Council,10724019,HA4,Responsive Maintenance PCB,P07,Community Resources,MECHANICAL ENGINEERING SERVICE,10/01/2014,711.08
Bath & North East Somerset Council,10724309,HP3,Room Hire Charges,P02,"Early Years, Children & Youth",SOMERSET COUNTY COUNCIL,10/01/2014,716.5
Bath & North East Somerset Council,10722346,3C4,Building Works,P01,Transport,NORTH SOMERSET COUNCIL,10/01/2014,750
Bath & North East Somerset Council,80297557,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,105.46
Bath & North East Somerset Council,80297557,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,105.46
Bath & North East Somerset Council,80297557,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,105.46
Bath & North East Somerset Council,80297557,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,105.46
Bath & North East Somerset Council,80297557,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,105.46
Bath & North East Somerset Council,80297557,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,105.46
Bath & North East Somerset Council,10724390,DB1,Agency Staff,P06,Sustainable Development,RS SECURITY LTD,10/01/2014,780
Bath & North East Somerset Council,80297469,LA7,Purchases for Resale,P06,Sustainable Development,WESTAIR REPRODUCTIONS LIMITED,10/01/2014,785
Bath & North East Somerset Council,80297562,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,134.14
Bath & North East Somerset Council,80297562,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,134.14
Bath & North East Somerset Council,80297562,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,134.14
Bath & North East Somerset Council,80297562,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,134.14
Bath & North East Somerset Council,80297562,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,134.14
Bath & North East Somerset Council,80297562,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,134.14
Bath & North East Somerset Council,80297562,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,134.14
Bath & North East Somerset Council,80297562,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,134.14
Bath & North East Somerset Council,80297562,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,134.14
Bath & North East Somerset Council,80297562,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,134.14
Bath & North East Somerset Council,80297468,LA7,Purchases for Resale,P06,Sustainable Development,VIA SERES LTD,10/01/2014,801.5
Bath & North East Somerset Council,80297561,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,201.86
Bath & North East Somerset Council,80297561,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,201.86
Bath & North East Somerset Council,80297561,LM3,Residential Care,P03,Wellbeing,SIRONA CARE & HEALTH C.I.C.,10/01/2014,201.86
Bath & North East Somerset Council,80297455,LA7,Purchases for Resale,P06,Sustainable Development,BATH AQUA GLASS LTD,10/01/2014,837.9
Bath & North East Somerset Council,10724288,LF5,Postages,P07,Community Resources,TNT POST SOUTH WEST LTD,10/01/2014,844.66
Bath & North East Somerset Council,10724155,HA4,Responsive Maintenance PCB,P07,Community Resources,ENGLISH COUNTY CONTRACTS LTD,10/01/2014,921.84
Bath & North East Somerset Council,10724340,LN5,Data Lines,P04,Leader,BRITISH TELECOMMUNICATIONS PLC,10/01/2014,1042
Bath & North East Somerset Council,10724293,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",NATIONAL FOSTERING AGENCY,10/01/2014,1112.72
Bath & North East Somerset Council,10724389,DB1,Agency Staff,P06,Sustainable Development,RS SECURITY LTD,10/01/2014,1125
Bath & North East Somerset Council,10724078,3F7,External Fees,P09,Homes & Planning,LPC (TRULL) LTD,10/01/2014,1785
Bath & North East Somerset Council,10724303,LJ4,Contracts,P01,Transport,MR M L BRACEY T/A A B M MINIBUSES,10/01/2014,1152
Bath & North East Somerset Council,10724295,LJ4,Contracts,P01,Transport,MR M L BRACEY T/A A B M MINIBUSES,10/01/2014,1160.1
Bath & North East Somerset Council,10723797,LA5,Materials,P05,Neighbourhoods,FACULTATIEVE TECHNOLOGIES LTD,10/01/2014,1196.51
Bath & North East Somerset Council,80297520,LE1,Education Payment (independent school),P02,"Early Years, Children & Youth",MID NORTON SCH PART RE NORTON HILL,10/01/2014,1900
Bath & North East Somerset Council,10724363,LA3,Equipment Maintenance,P05,Neighbourhoods,TENNANT UK CLEANING SOLUTIONS LTD,10/01/2014,1275.9
Bath & North East Somerset Council,10724342,EG3,Recruitment Advertising,P01,Transport,TMP (UK) LTD,10/01/2014,1300
Bath & North East Somerset Council,10724313,LX1,Educational Activity,P02,"Early Years, Children & Youth",TRAVEL CLASS LTD,10/01/2014,1320
Bath & North East Somerset Council,10724020,HA5,Service Contract PCB,P07,Community Resources,ASHTON AIR CONDITIONING SERVICES LIMITED,10/01/2014,1340
Bath & North East Somerset Council,10724324,LA1,Equipment Purchase (Non Medical),P03,Wellbeing,INVACARE (UK) LTD,10/01/2014,1485
Bath & North East Somerset Council,10724129,3F7,External Fees,P06,Sustainable Development,PLANNING SERVICES (UK) LTD,10/01/2014,1620
Bath & North East Somerset Council,10724353,LJ4,Contracts,P02,"Early Years, Children & Youth",WANSDYKE PLAY ASSOCIATION,10/01/2014,1667
Bath & North East Somerset Council,10724200,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",CITY OF BRISTOL COLLEGE,10/01/2014,1724.8
Bath & North East Somerset Council,10724120,LJ4,Contracts,P01,Transport,TOMMY JUKES,10/01/2014,1751.1
Bath & North East Somerset Council,10724367,LK1,Fees,P02,"Early Years, Children & Youth",REDACTED,10/01/2014,2500
Bath & North East Somerset Council,10724160,LX1,Educational Activity,P02,"Early Years, Children & Youth",SIRONA CARE SERVICES LTD,10/01/2014,1911
Bath & North East Somerset Council,80297605,LM8,Home Care,P03,Wellbeing,V CARS,10/01/2014,748.8
Bath & North East Somerset Council,10724128,LJ1,Consultants Fees,P09,Homes & Planning,PLANNING SERVICES (UK) LTD,10/01/2014,2340
Bath & North East Somerset Council,10724130,LJ1,Consultants Fees,P09,Homes & Planning,PLANNING SERVICES (UK) LTD,10/01/2014,2379
Bath & North East Somerset Council,10724222,LJ4,Contracts,P02,"Early Years, Children & Youth",BARNARDO'S SERVICES LTD,10/01/2014,2475
Bath & North East Somerset Council,10724340,LN5,Data Lines,P04,Leader,BRITISH TELECOMMUNICATIONS PLC,10/01/2014,2865.98
Bath & North East Somerset Council,10724376,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",TACT,10/01/2014,2876.4
Bath & North East Somerset Council,10723186,HN1,Electricity,P07,Community Resources,SOUTHERN ELECTRIC PLC,10/01/2014,2890.38
Bath & North East Somerset Council,10724371,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",TACT,10/01/2014,2989.2
Bath & North East Somerset Council,10724372,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",TACT,10/01/2014,2989.2
Bath & North East Somerset Council,10724377,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",TACT,10/01/2014,3060
Bath & North East Somerset Council,10724357,LJ1,Consultants Fees,P02,"Early Years, Children & Youth",NORTH SOMERSET COUNCIL,10/01/2014,3900
Bath & North East Somerset Council,10724380,LH5,Marketing,P06,Sustainable Development,SO DESIGN CONSULTANTS,10/01/2014,5000
Bath & North East Somerset Council,10724339,LH2,Advertising,P09,Homes & Planning,LOCAL WORLD LTD,10/01/2014,5796.63
Bath & North East Somerset Council,10724397,LJ4,Contracts,P06,Sustainable Development,BATH ARTS WORKSHOP LTD,10/01/2014,6336
Bath & North East Somerset Council,10724366,DB1,Agency Staff,P01,Transport,CEEMA LTD,10/01/2014,6579.6
Bath & North East Somerset Council,80297467,LA7,Purchases for Resale,P06,Sustainable Development,STUART MORRIS TEXTILES,10/01/2014,950
Bath & North East Somerset Council,10724289,LC1,Provisions,P02,"Early Years, Children & Youth",SCHOOL MILK SERVICES LTD,10/01/2014,8477.76
Bath & North East Somerset Council,10723409,3F7,External Fees,P02,"Early Years, Children & Youth",PAULTON INFANTS SCHOOL,10/01/2014,9056.92
Bath & North East Somerset Council,10724352,LJ4,Contracts,P02,"Early Years, Children & Youth",WANSDYKE PLAY ASSOCIATION,10/01/2014,9362.22
Bath & North East Somerset Council,10724223,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",NEW HORIZON CENTRE LTD,10/01/2014,9377
Bath & North East Somerset Council,10724378,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",NEW HORIZON CENTRE LTD,10/01/2014,9377
Bath & North East Somerset Council,10724379,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",NEW HORIZON CENTRE LTD,10/01/2014,9377
Bath & North East Somerset Council,10724382,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",NEW HORIZON CENTRE LTD,10/01/2014,9377
Bath & North East Somerset Council,10724383,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",NEW HORIZON CENTRE LTD,10/01/2014,9377
Bath & North East Somerset Council,10724384,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",NEW HORIZON CENTRE LTD,10/01/2014,9377
Bath & North East Somerset Council,10724385,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",NEW HORIZON CENTRE LTD,10/01/2014,9377
Bath & North East Somerset Council,10724386,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",NEW HORIZON CENTRE LTD,10/01/2014,9377
Bath & North East Somerset Council,80297513,LE1,Education Payment (independent school),P02,"Early Years, Children & Youth",THREE WAYS SCHOOL,10/01/2014,825
Bath & North East Somerset Council,10724332,PB4,Payments to Private Contractors,P05,Neighbourhoods,RESOURCE FUTURES LTD,10/01/2014,10923
Bath & North East Somerset Council,10724297,LJ4,Contracts,P01,Transport,EAST HARPTREE COUNTRY CABS,10/01/2014,13186.2
Bath & North East Somerset Council,10723186,HN1,Electricity,P07,Community Resources,SOUTHERN ELECTRIC PLC,10/01/2014,14849
Bath & North East Somerset Council,10724283,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CROSSWAYS CARE LTD,10/01/2014,15810
Bath & North East Somerset Council,10724284,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CROSSWAYS CARE LTD,10/01/2014,15810
Bath & North East Somerset Council,10724239,KB2,Vehicle Leasing,P05,Neighbourhoods,SG EQUIPMENT FINANCE LIMITED,10/01/2014,17224.96
Bath & North East Somerset Council,10724485,LJ4,Contracts,P03,Wellbeing,NHS BEST WEST CSU,10/01/2014,17773.25
